Date,VIX
2001/09/22,40.96023828168726
2001/09/23,39.507373280336495
2001/09/24,37.75
2001/09/25,35.81
2001/09/26,35.26
2001/09/27,34
2001/09/28,31.93
2001/09/29,31.576352834459335
2001/09/30,32.26150097373638
2001/10/01,32.32
2001/10/02,31.18
2001/10/03,31.34
2001/10/04,31.97
2001/10/05,33.39
2001/10/06,34.3206079841953
2001/10/07,34.73970361757033
2001/10/08,35.12
2001/10/09,34.83
2001/10/10,31.6
2001/10/11,31.5
2001/10/12,35.27
2001/10/13,37.66616703728743
2001/10/14,37.58391401403482
2001/10/15,35.31
2001/10/16,32.88
2001/10/17,35.08
2001/10/18,34.95
2001/10/19,34.11
2001/10/20,33.320818445104834
2001/10/21,32.645366632982615
2001/10/22,32.25
2001/10/23,32
2001/10/24,30.95
2001/10/25,29.46
2001/10/26,28.42
2001/10/27,28.566465521847803
2001/10/28,29.75999939992632
2001/10/29,31.64
2001/10/30,33.46
2001/10/31,33.56
2001/11/01,32.31
2001/11/02,30.71
2001/11/03,30.556903880214595
2001/11/04,31.01816519982976
2001/11/05,30.5
2001/11/06,28.8
2001/11/07,29.13
2001/11/08,28.62
2001/11/09,27.44
2001/11/10,28.3342115902729
2001/11/11,29.857168939236715
2001/11/12,29.349999999999998
2001/11/13,26.47
2001/11/14,26.56
2001/11/15,25.56
2001/11/16,25.07
2001/11/17,24.923101133668354
2001/11/18,24.759754477838296
2001/11/19,24.46
2001/11/20,24.12
2001/11/21,24.19
2001/11/22,23.757422476427276
2001/11/23,23.25
2001/11/24,23.321374596813467
2001/11/25,23.678109913070312
2001/11/26,23.79
2001/11/27,24
2001/11/28,25.9
2001/11/29,25.18
2001/11/30,23.84
2001/12/01,24.300682548172034
2001/12/02,25.54786322112416
2001/12/03,25.77
2001/12/04,24.08
2001/12/05,23.02
2001/12/06,23.71
2001/12/07,23.49
2001/12/08,23.929717884246656
2001/12/09,24.939408313079962
2001/12/10,25.62
2001/12/11,25.3
2001/12/12,24.87
2001/12/13,25.91
2001/12/14,24.63
2001/12/15,24.00342985266332
2001/12/16,24.249722645737585
2001/12/17,24.26
2001/12/18,23.29
2001/12/19,22.58
2001/12/20,23.67
2001/12/21,22.5
2001/12/22,21.830633642778007
2001/12/23,22.121671675840282
2001/12/24,22.62
2001/12/25,22.705495625462284
2001/12/26,22.29
2001/12/27,21.59
2001/12/28,21.4
2001/12/29,22.067567109434368
2001/12/30,23.094898781495587
2001/12/31,23.8
2002/01/01,23.650184372313475
2002/01/02,22.71
2002/01/03,21.34
2002/01/04,20.45
2002/01/05,20.663675137473742
2002/01/06,21.436198870159014
2002/01/07,21.94
2002/01/08,21.83
2002/01/09,22.13
2002/01/10,22.36
2002/01/11,22.6
2002/01/12,23.28077859168309
2002/01/13,23.871800609396807
2002/01/14,23.58
2002/01/15,22.7
2002/01/16,23.45
2002/01/17,22.25
2002/01/18,22.52
2002/01/19,23.487252146054264
2002/01/20,24.279081014439804
2002/01/21,24.463869375605437
2002/01/22,23.61
2002/01/23,21.88
2002/01/24,21.15
2002/01/25,21.01
2002/01/26,20.13233902466401
2002/01/27,19.596300773355335
2002/01/28,21.14
2002/01/29,24.35
2002/01/30,23.22
2002/01/31,21.09
2002/02/01,21.12
2002/02/02,22.30311745418531
2002/02/03,23.756235662926617
2002/02/04,24.87
2002/02/05,25.45
2002/02/06,26.09
2002/02/07,25.11
2002/02/08,23.26
2002/02/09,22.121203296554494
2002/02/10,21.746735216656912
2002/02/11,21.78
2002/02/12,21.62
2002/02/13,20.85
2002/02/14,21.77
2002/02/15,22.37
2002/02/16,23.456595600114834
2002/02/17,24.745617783319585
2002/02/18,25.361831074864543
2002/02/19,24.43
2002/02/20,22.66
2002/02/21,23.8
2002/02/22,22.86
2002/02/23,21.98718456450527
2002/02/24,21.8062640403484
2002/02/25,21.84
2002/02/26,21.68
2002/02/27,21.49
2002/02/28,21.59
2002/03/01,19.96
2002/03/02,19.396783295022196
2002/03/03,19.940083943413025
2002/03/04,20.500000000000004
2002/03/05,20.3
2002/03/06,19.94
2002/03/07,20.04
2002/03/08,19.27
2002/03/09,19.12891842111987
2002/03/10,19.557490937438327
2002/03/11,19.84
2002/03/12,19.59
2002/03/13,19.46
2002/03/14,19.2
2002/03/15,18.42
2002/03/16,18.478553483341333
2002/03/17,18.978507365051453
2002/03/18,18.93
2002/03/19,18.16
2002/03/20,18.46
2002/03/21,18.15
2002/03/22,17.77
2002/03/23,17.92534233426096
2002/03/24,18.32123069748848
2002/03/25,18.48
2002/03/26,18.13
2002/03/27,17.7
2002/03/28,17.4
2002/03/29,17.489570880051517
2002/03/30,17.8744978508911
2002/03/31,18.354675896285134
2002/04/01,18.73
2002/04/02,19.16
2002/04/03,20.2
2002/04/04,19.78
2002/04/05,19.13
2002/04/06,18.960982081944195
2002/04/07,19.18389158002777
2002/04/08,19.61
2002/04/09,19.47
2002/04/10,18.19
2002/04/11,20.3
2002/04/12,19.42
2002/04/13,19.309546504544883
2002/04/14,20.06090515887124
2002/04/15,19.82
2002/04/16,18.11
2002/04/17,18.43
2002/04/18,19.29
2002/04/19,18.3
2002/04/20,18.103746424323553
2002/04/21,18.873202995222968
2002/04/22,19.77
2002/04/23,20.28
2002/04/24,20.77
2002/04/25,20.95
2002/04/26,22.14
2002/04/27,23.642176570059387
2002/04/28,24.542655369753184
2002/04/29,24.05
2002/04/30,21.91
2002/05/01,20.06
2002/05/02,20.07
2002/05/03,20.19
2002/05/04,20.914717011231282
2002/05/05,21.947654626905578
2002/05/06,22.56
2002/05/07,21.94
2002/05/08,20.39
2002/05/09,21.56
2002/05/10,22.41
2002/05/11,22.4820227086108
2002/05/12,21.924832397832198
2002/05/13,20.72
2002/05/14,19.35
2002/05/15,19.19
2002/05/16,18.5
2002/05/17,17.7
2002/05/18,17.65219967017412
2002/05/19,18.270121117057446
2002/05/20,19.24
2002/05/21,20.05
2002/05/22,19.58
2002/05/23,18.23
2002/05/24,18.9
2002/05/25,19.740523277649118
2002/05/26,20.1663484556558
2002/05/27,20.31149940583458
2002/05/28,20.31
2002/05/29,20.39
2002/05/30,20.61
2002/05/31,19.98
2002/06/01,20.387126183679154
2002/06/02,21.78185397471071
2002/06/03,23.37
2002/06/04,23.89
2002/06/05,22.61
2002/06/06,24.16
2002/06/07,23.51
2002/06/08,22.82812759696372
2002/06/09,22.972302395883403
2002/06/10,23.72
2002/06/11,24.45
2002/06/12,24.15
2002/06/13,25.02
2002/06/14,25.96
2002/06/15,26.089023005825734
2002/06/16,25.54436361671105
2002/06/17,24.64
2002/06/18,24.24
2002/06/19,26.06
2002/06/20,27.48
2002/06/21,27.23
2002/06/22,26.787692509872844
2002/06/23,26.668025999080612
2002/06/24,26.98
2002/06/25,27.84
2002/06/26,28.42
2002/06/27,26.29
2002/06/28,25.4
2002/06/29,25.315885042124915
2002/06/30,25.799581847462544
2002/07/01,27.11
2002/07/02,28.96
2002/07/03,29.42
2002/07/04,28.385473260354686
2002/07/05,27.11
2002/07/06,26.748856617295903
2002/07/07,27.24775125688958
2002/07/08,28.25
2002/07/09,30.22
2002/07/10,34.1
2002/07/11,33.85
2002/07/12,32.94
2002/07/13,32.778599201821244
2002/07/14,33.44511802522854
2002/07/15,35.03
2002/07/16,36.65
2002/07/17,35.45
2002/07/18,35.12
2002/07/19,38.17
2002/07/20,39.40132227838651
2002/07/21,39.651471937569724
2002/07/22,41.87
2002/07/23,44.92
2002/07/24,39.86
2002/07/25,39.27
2002/07/26,35.51
2002/07/27,32.30862162851059
2002/07/28,31.088744417928275
2002/07/29,31.33
2002/07/30,31.92
2002/07/31,32.03
2002/08/01,36.95
2002/08/02,41.29
2002/08/03,44.33018870837782
2002/08/04,45.82400505160592
2002/08/05,45.08
2002/08/06,42.03
2002/08/07,38.73
2002/08/08,36.33
2002/08/09,35.33
2002/08/10,35.71618653301849
2002/08/11,36.63742962261445
2002/08/12,37.05
2002/08/13,35.82
2002/08/14,32.36
2002/08/15,29.43
2002/08/16,28.81
2002/08/17,28.386089101203467
2002/08/18,28.081601598784502
2002/08/19,28.61
2002/08/20,29.59
2002/08/21,28.23
2002/08/22,27.75
2002/08/23,29.32
2002/08/24,30.343197377946595
2002/08/25,30.409069544490084
2002/08/26,29.89
2002/08/27,30.11
2002/08/28,33.32
2002/08/29,33.67
2002/08/30,32.64
2002/08/31,34.23563465114488
2002/09/01,37.50650792369811
2002/09/02,40.17662723440228
2002/09/03,39.97
2002/09/04,37.44
2002/09/05,38.86
2002/09/06,36.33
2002/09/07,35.28441410792232
2002/09/08,36.078277750197884
2002/09/09,36.45
2002/09/10,35.08
2002/09/11,34.81
2002/09/12,37.5
2002/09/13,35.82
2002/09/14,34.58379510757611
2002/09/15,35.10941968978904
2002/09/16,36.74
2002/09/17,38.01
2002/09/18,37.52
2002/09/19,40.65
2002/09/20,38.98
2002/09/21,37.65449057659691
2002/09/22,38.14852299645803
2002/09/23,39.68
2002/09/24,40.52
2002/09/25,37.33
2002/09/26,34.6
2002/09/27,36.97
2002/09/28,40.687656797061976
2002/09/29,42.46226114948165
2002/09/30,39.69
2002/10/01,34.12
2002/10/02,36.83
2002/10/03,37.31
2002/10/04,39.46
2002/10/05,41.98019914198049
2002/10/06,43.321240628270985
2002/10/07,42.64
2002/10/08,41.02
2002/10/09,42.13
2002/10/10,37.55
2002/10/11,35.7
2002/10/12,36.27800104987237
2002/10/13,36.993845471845304
2002/10/14,36.04
2002/10/15,34.02
2002/10/16,36
2002/10/17,34.1
2002/10/18,33.53
2002/10/19,33.104064838274184
2002/10/20,32.66399280312065
2002/10/21,33.11
2002/10/22,34.09
2002/10/23,33.2
2002/10/24,34.03
2002/10/25,30
2002/10/26,27.9851989328668
2002/10/27,28.94764383644353
2002/10/28,31.07
2002/10/29,32.27
2002/10/30,31.23
2002/10/31,31.14
2002/11/01,29.3
2002/11/02,28.723272729923064
2002/11/03,29.600390989152892
2002/11/04,30.82
2002/11/05,31.23
2002/11/06,30.73
2002/11/07,31.42
2002/11/08,29.41
2002/11/09,29.237067914885035
2002/11/10,30.63021696513149
2002/11/11,31.3
2002/11/12,30.58
2002/11/13,31.24
2002/11/14,28.67
2002/11/15,26.65
2002/11/16,26.320047662767383
2002/11/17,26.940222362495053
2002/11/18,27.66
2002/11/19,27.41
2002/11/20,25.32
2002/11/21,23.81
2002/11/22,23.16
2002/11/23,22.82774778163307
2002/11/24,23.002316722888754
2002/11/25,24.07
2002/11/26,25.97
2002/11/27,27.25
2002/11/28,27.64812883185038
2002/11/29,27.5
2002/11/30,27.18487590121561
2002/12/01,27.05597387581412
2002/12/02,27.46
2002/12/03,28.33
2002/12/04,28.92
2002/12/05,30.1
2002/12/06,28.88
2002/12/07,29.23266902725068
2002/12/08,30.635913107523606
2002/12/09,30.78
2002/12/10,28.76
2002/12/11,27.76
2002/12/12,27.29
2002/12/13,28.18
2002/12/14,28.013034413287137
2002/12/15,26.976918710324078
2002/12/16,26.24
2002/12/17,26.66
2002/12/18,28.29
2002/12/19,30.21
2002/12/20,26.71
2002/12/21,24.74478125061791
2002/12/22,25.16774209784088
2002/12/23,26.2
2002/12/24,26.49
2002/12/25,26.479050553678505
2002/12/26,27.37
2002/12/27,29.55
2002/12/28,30.605172433353584
2002/12/29,30.40626634280321
2002/12/30,29.62
2002/12/31,28.62
2003/01/01,26.96993286816427
2003/01/02,25.39
2003/01/03,24.68
2003/01/04,24.56723567166845
2003/01/05,24.731168030050153
2003/01/06,24.91
2003/01/07,25.13
2003/01/08,25.53
2003/01/09,24.25
2003/01/10,24.32
2003/01/11,24.847314831209
2003/01/12,25.129231104855897
2003/01/13,24.9
2003/01/14,24.57
2003/01/15,25.51
2003/01/16,25.01
2003/01/17,25.7
2003/01/18,26.060855123926746
2003/01/19,26.01148415371219
2003/01/20,26.27887110664154
2003/01/21,27.59
2003/01/22,29.01
2003/01/23,27.53
2003/01/24,31.51
2003/01/25,35.080344032601175
2003/01/26,36.103334255576385
2003/01/27,34.69
2003/01/28,31.93
2003/01/29,31.26
2003/01/30,31.32
2003/01/31,31.17
2003/02/01,30.607632716127547
2003/02/02,30.27424927133514
2003/02/03,31.02
2003/02/04,32.76
2003/02/05,33.04
2003/02/06,33.35
2003/02/07,34.01
2003/02/08,34.391989226635594
2003/02/09,34.37354170389549
2003/02/10,33.99
2003/02/11,33.68
2003/02/12,34.33
2003/02/13,33.7
2003/02/14,32.62
2003/02/15,31.79740810334471
2003/02/16,31.291503462543954
2003/02/17,31.072347090471222
2003/02/18,31.11
2003/02/19,31.31
2003/02/20,31.16
2003/02/21,30.25
2003/02/22,30.465926176343224
2003/02/23,31.425998327375794
2003/02/24,31.98
2003/02/25,31.74
2003/02/26,31.94
2003/02/27,30.53
2003/02/28,29.63
2003/03/01,29.141958894843437
2003/03/02,29.240110250078192
2003/03/03,30.43
2003/03/04,31.83
2003/03/05,30.38
2003/03/06,31.37
2003/03/07,31.08
2003/03/08,31.35889336392968
2003/03/09,32.3942994133139
2003/03/10,33.31
2003/03/11,33.61
2003/03/12,33.51
2003/03/13,31.76
2003/03/14,30.98
2003/03/15,31.498983951668613
2003/03/16,32.18219407649146
2003/03/17,31.75
2003/03/18,30.43
2003/03/19,31.54
2003/03/20,30.44
2003/03/21,28.67
2003/03/22,28.954690824596327
2003/03/23,30.205345702406422
2003/03/24,30.39
2003/03/25,28.75
2003/03/26,28.23
2003/03/27,27.96
2003/03/28,27.75
2003/03/29,28.27263284953517
2003/03/30,29.0215615237022
2003/03/31,29.15
2003/04/01,28.36
2003/04/02,28.02
2003/04/03,28.21
2003/04/04,29.13
2003/04/05,29.688627075319573
2003/04/06,29.49507056864546
2003/04/07,28.45
2003/04/08,27.13
2003/04/09,27.11
2003/04/10,25.6
2003/04/11,24.44
2003/04/12,24.05852937713891
2003/04/13,23.911909770769554
2003/04/14,23.41
2003/04/15,22.56
2003/04/16,22.52
2003/04/17,21.5
2003/04/18,21.29503722182608
2003/04/19,21.867214423570736
2003/04/20,22.36828441353002
2003/04/21,21.95
2003/04/22,20.7
2003/04/23,20.8
2003/04/24,20.33
2003/04/25,20.8
2003/04/26,21.13007335098298
2003/04/27,21.06355595450941
2003/04/28,20.84
2003/04/29,20.76
2003/04/30,21.21
2003/05/01,21.59
2003/05/02,20.63
2003/05/03,20.40696357695776
2003/05/04,20.865301719763817
2003/05/05,21.13
2003/05/06,20.8
2003/05/07,21
2003/05/08,21.24
2003/05/09,19.69
2003/05/10,18.847714952315748
2003/05/11,19.001154450130514
2003/05/12,19.52
2003/05/13,19.91
2003/05/14,20
2003/05/15,19.24
2003/05/16,18.4
2003/05/17,18.534076442530875
2003/05/18,19.4221314083601
2003/05/19,20.51
2003/05/20,21.29
2003/05/21,21.21
2003/05/22,19.78
2003/05/23,19.17
2003/05/24,19.212791785184386
2003/05/25,19.51806447866046
2003/05/26,19.8543049328063
2003/05/27,19.99
2003/05/28,20.03
2003/05/29,20.43
2003/05/30,19.47
2003/05/31,19.37666051725411
2003/06/01,20.146051319816813
2003/06/02,20.85
2003/06/03,20.84
2003/06/04,20.62
2003/06/05,20.83
2003/06/06,21.25
2003/06/07,22.03059972528786
2003/06/08,22.59988988265102
2003/06/09,22.15
2003/06/10,20.64
2003/06/11,20.21
2003/06/12,20.41
2003/06/13,20.66
2003/06/14,20.65294805800143
2003/06/15,20.45352511220183
2003/06/16,20.22
2003/06/17,20.01
2003/06/18,19.76
2003/06/19,19.8
2003/06/20,19.14
2003/06/21,19.232789437501964
2003/06/22,19.96015560186259
2003/06/23,20.58
2003/06/24,20.75
2003/06/25,20.81
2003/06/26,19.4
2003/06/27,19.16
2003/06/28,19.306368893840144
2003/06/29,19.42192728502694
2003/06/30,19.52
2003/07/01,19.46
2003/07/02,19.03
2003/07/03,19.39
2003/07/04,19.886700405156926
2003/07/05,20.207220001443588
2003/07/06,20.28662959700846
2003/07/07,20.06
2003/07/08,19.48
2003/07/09,18.93
2003/07/10,19.19
2003/07/11,18.47
2003/07/12,18.438803158700907
2003/07/13,19.071471017439496
2003/07/14,19.59
2003/07/15,19.55
2003/07/16,19.76
2003/07/17,20.22
2003/07/18,19.11
2003/07/19,18.88344492940132
2003/07/20,19.46835329276208
2003/07/21,19.78
2003/07/22,19.17
2003/07/23,18.64
2003/07/24,18.6
2003/07/25,17.75
2003/07/26,17.4654037688471
2003/07/27,17.82960744410596
2003/07/28,18.36
2003/07/29,18.67
2003/07/30,18.85
2003/07/31,19.49
2003/08/01,20.75
2003/08/02,20.94822664799031
2003/08/03,20.679345250341246
2003/08/04,21.27
2003/08/05,22.68
2003/08/06,21.5
2003/08/07,20.26
2003/08/08,19.59
2003/08/09,19.981289491894998
2003/08/10,20.49553967683799
2003/08/11,19.75
2003/08/12,17.94
2003/08/13,18.77
2003/08/14,18.47
2003/08/15,18.27
2003/08/16,18.315631331847793
2003/08/17,18.33941147761451
2003/08/18,18.18
2003/08/19,17.86
2003/08/20,17.82
2003/08/21,17.84
2003/08/22,18.55
2003/08/23,19.142430138619943
2003/08/24,19.43349065571625
2003/08/25,19.53
2003/08/26,19.49
2003/08/27,19.13
2003/08/28,18.48
2003/08/29,18.63
2003/08/30,18.73116432511096
2003/08/31,18.66931678603003
2003/09/01,18.685310853934084
2003/09/02,19.02
2003/09/03,19.44
2003/09/04,18.71
2003/09/05,18.17
2003/09/06,17.990753142616477
2003/09/07,18.044149407938292
2003/09/08,18.26
2003/09/09,18.85
2003/09/10,20.01
2003/09/11,19.25
2003/09/12,18.68
2003/09/13,19.071614078310404
2003/09/14,19.61620188839485
2003/09/15,19.28
2003/09/16,18.03
2003/09/17,18.15
2003/09/18,17.57
2003/09/19,17.54
2003/09/20,18.366137656157285
2003/09/21,19.34275669003822
2003/09/22,19.65
2003/09/23,19.47
2003/09/24,21.22
2003/09/25,22.26
2003/09/26,22.23
2003/09/27,21.593961958657
2003/09/28,21.11971521462931
2003/09/29,21.67
2003/09/30,22.72
2003/10/01,21.07
2003/10/02,20.8
2003/10/03,19.5
2003/10/04,18.91348109256098
2003/10/05,19.171664285824015
2003/10/06,19.51
2003/10/07,19.41
2003/10/08,19.18
2003/10/09,18.82
2003/10/10,18.45
2003/10/11,18.146703034276705
2003/10/12,17.868467750130318
2003/10/13,17.55
2003/10/14,17.37
2003/10/15,17.69
2003/10/16,17.19
2003/10/17,17.62
2003/10/18,17.92426463534555
2003/10/19,17.712019701745923
2003/10/20,17.04
2003/10/21,16.55
2003/10/22,17.67
2003/10/23,17.68
2003/10/24,17.71
2003/10/25,18.15708932480619
2003/10/26,18.48352166139943
2003/10/27,18.05
2003/10/28,16.82
2003/10/29,16.43
2003/10/30,16.33
2003/10/31,16.1
2003/11/01,16.160611003944165
2003/11/02,16.407223069373167
2003/11/03,16.55
2003/11/04,16.55
2003/11/05,16.86
2003/11/06,16.74
2003/11/07,16.93
2003/11/08,17.208493750942832
2003/11/09,17.44086042469345
2003/11/10,17.62
2003/11/11,17.54
2003/11/12,16.75
2003/11/13,16.47
2003/11/14,16.94
2003/11/15,17.4610168059566
2003/11/16,17.96672395086716
2003/11/17,18.6
2003/11/18,19.11
2003/11/19,18.8
2003/11/20,19.48
2003/11/21,18.98
2003/11/22,18.385351979981348
2003/11/23,17.963723042131885
2003/11/24,17.44
2003/11/25,16.71
2003/11/26,16.23
2003/11/27,16.119988295348538
2003/11/28,16.32
2003/11/29,16.70890481049399
2003/11/30,16.977602415095298
2003/12/01,16.77
2003/12/02,16.27
2003/12/03,16.63
2003/12/04,16.3
2003/12/05,17.09
2003/12/06,17.08505607841977
2003/12/07,16.516991403864587
2003/12/08,16.54
2003/12/09,17.63
2003/12/10,17.87
2003/12/11,16.73
2003/12/12,16.41
2003/12/13,16.94682173645493
2003/12/14,17.508991165719245
2003/12/15,17.23
2003/12/16,15.93
2003/12/17,15.58
2003/12/18,16.16
2003/12/19,16.42
2003/12/20,16.738308132677933
2003/12/21,17.02567979058899
2003/12/22,16.94
2003/12/23,16.49
2003/12/24,16.66
2003/12/25,17.139215934303987
